781	874	1655
148	690	838
247	815	1062
774	325	1099
199	758	957
705	174	879
920	629	1549
821	499	1320
974	916	1890
363	942	1305
392	944	1336
641	26	667
546	917	1463
721	326	1047
445	198	643
692	42	734
88	434	522
495	866	1361
401	92	493
327	337	664
394	695	1089
351	719	1070
603	863	1466
246	48	294
542	410	952
416	126	542
550	742	1292
333	471	804
214	577	791
656	943	1599
216	852	1068
179	804	983
8	286	294
270	513	783
179	298	477
692	477	1169
468	546	1014
31	695	726
392	907	1299
536	117	653
787	947	1734
41	449	490
222	64	286
656	344	1000
822	889	1711
466	428	894
185	267	452
847	936	1783
922	665	1587
445	303	748
238	627	865
877	197	1074
544	385	929
361	910	1271
359	959	1318
128	343	471
804	480	1284
589	342	931
220	414	634
559	365	924
996	757	1753
691	730	1421
558	691	1249
920	420	1340
192	956	1148
421	38	459
194	391	585
39	133	172
879	926	1805
451	651	1102
545	302	847
448	390	838
429	479	908
276	594	870
421	4	425
879	461	1340
943	111	1054
113	2	115
904	700	1604
772	454	1226
573	771	1344
520	640	1160
263	899	1162
605	180	785
881	490	1371
132	566	698
207	831	1038
735	90	825
395	280	675
588	326	914
648	867	1515
866	567	1433
555	603	1158
313	872	1185
193	833	1026
598	609	1207
740	362	1102
429	865	1294
361	507	868
139	273	412
679	117	796
481	327	808
679	197	876
403	310	713
655	932	1587
428	260	688
124	727	851
84	361	445
815	738	1553
615	674	1289
813	521	1334
682	953	1635
904	758	1662
944	598	1542
623	147	770
900	847	1747
309	305	614
27	220	247
585	856	1441
49	228	277
40	98	138
350	965	1315
725	792	1517
561	551	1112
866	561	1427
182	204	386
206	412	618
158	158	316
474	494	968
438	937	1375
287	734	1021
9	428	437
467	477	944
777	251	1028
290	516	806
239	817	1056
424	12	436
629	830	1459
485	811	1296
128	21	149
18	58	76
538	330	868
746	773	1519
748	923	1671
416	381	797
939	235	1174
964	743	1707
774	781	1555
15	905	920
281	819	1100
111	199	310
650	446	1096
11	485	496
58	224	282
718	109	827
645	303	948
199	777	976
932	330	1262
302	881	1183
711	5	716
771	83	854
966	383	1349
520	309	829
34	300	334
583	466	1049
761	791	1552
575	19	594
773	563	1336
92	90	182
583	962	1545
329	624	953
429	165	594
486	377	863
587	760	1347
670	291	961
754	121	875
947	854	1801
611	255	866
916	889	1805
452	755	1207
515	432	947
375	316	691
514	693	1207
142	687	829
259	35	294
267	140	407
803	250	1053
892	330	1222
576	34	610
121	25	146
454	101	555
339	815	1154
71	204	275
995	446	1441
909	948	1857
927	602	1529
346	205	551
402	233	635
943	46	989
205	44	249
289	510	799
18	434	452
450	753	1203
618	87	705
947	86	1033
987	959	1946
480	537	1017
962	471	1433
834	120	954
274	349	623
335	61	396
489	165	654
255	251	506
441	449	890
168	152	320
106	561	667
485	89	574
594	992	1586
757	566	1323
978	497	1475
509	740	1249
633	632	1265
898	91	989
621	913	1534
967	732	1699
384	46	430
731	339	1070
37	16	53
582	25	607
823	652	1475
660	695	1355
715	614	1329
637	357	994
547	234	781
924	168	1092
390	681	1071
719	735	1454
422	541	963
359	162	521
5	203	208
888	809	1697
889	467	1356
812	215	1027
450	831	1281
346	353	699
683	725	1408
973	736	1709
219	230	449
8	768	776
632	804	1436
279	847	1126
270	251	521
648	462	1110
116	251	367
739	484	1223
401	516	917
627	789	1416
410	505	915
798	434	1232
716	403	1119
229	236	465
866	533	1399
493	44	537
201	707	908
83	12	95
979	702	1681
771	994	1765
382	528	910
170	457	627
610	787	1397
293	727	1020
806	775	1581
61	587	648
342	525	867
217	368	585
94	589	683
347	464	811
579	573	1152
173	448	621
655	556	1211
359	202	561
530	136	666
727	950	1677
246	284	530
525	398	923
257	846	1103
329	165	494
520	640	1160
731	360	1091
552	446	998
497	392	889
806	29	835
81	129	210
251	419	670
292	115	407
165	543	708
985	572	1557
129	366	495
255	540	795
221	109	330
843	615	1458
841	928	1769
447	676	1123
954	641	1595
371	200	571
106	9	115
408	759	1167
114	508	622
868	288	1156
757	4	761
352	777	1129
31	655	686
62	454	516
422	338	760
503	769	1272
905	781	1686
771	841	1612
447	326	773
223	677	900
977	841	1818
672	380	1052
911	272	1183
698	642	1340
192	482	674
458	700	1158
100	99	199
595	172	767
108	953	1061
168	16	184
308	29	337
97	247	344
439	713	1152
760	660	1420
908	161	1069
127	720	847
452	549	1001
814	447	1261
940	3	943
770	146	916
513	800	1313
861	155	1016
87	564	651
708	733	1441
348	640	988
550	421	971
3	599	602
611	714	1325
451	2	453
128	678	806
275	302	577
736	84	820
249	697	946
126	541	667
584	12	596
0	946	946
541	675	1216
612	438	1050
951	740	1691
402	722	1124
335	498	833
406	448	854
548	761	1309
169	99	268
417	83	500
392	702	1094
616	457	1073
615	954	1569
625	318	943
402	511	913
916	551	1467
858	0	858
84	726	810
433	986	1419
901	975	1876
368	965	1333
725	641	1366
288	631	919
539	377	916
52	0	52
94	692	786
581	441	1022
136	161	297
96	907	1003
718	233	951
552	95	647
390	426	816
835	689	1524
859	613	1472
678	317	995
836	962	1798
332	964	1296
469	319	788
222	147	369
571	651	1222
147	669	816
768	536	1304
520	975	1495
331	157	488
269	196	465
609	899	1508
